,JobId,job_descriptions,job links,job titles,Posted By
390,390,"Company overview:
IBS Tec One of the fastest growing service providers to its UK customers for Taxi service booking requires candidates to answer inbound calls from our passengers and enter booking details on our system.
Commit financial and career growth opportunities to the right candidates who are willing and can commit their 100%

Job Specification:
People who have previously lived in the UK will be preferred.
People with previous experience of a Taxi Cab Campaign or who worked as a cab controller will be preferred.
Exceptional communication skills preferably with a foreign accent (British).
Experience in Call Center Industry will be preferred.
Excellent skills in Customer Management.
Complaint Management & Escalation Process.
Self-motivated.
Good team player.
Ability to multi-task.
Achieve established standards for call handling quality.
Goal-oriented, determined, and high-achiever.

Job Types: Full-time, Contract
Salary: Rs45,000.00 - Rs60,000.00 per month",https://www.linkedin.com/jobs/view/3108195005/?eBP=JOB_SEARCH_ORGANIC&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=emTfLEuUN73lmXYUGRKK7w%3D%3D&trk=flagship3_search_srp_jobs,INBOUND UK TAXI BOOKING CAMPAIGN,IBS TEC
391,391,"Division

Catalyst Computers Systems Ltd supply a dealer management system aimed primarily at the motorcycle, caravan and agricultural industries.

We help Dealers manage all areas of their business operations from parts and service, through to sales and finance, with innovative solutions to achieve their business objectives.

Position

We are looking for a Software Developer for Catalyst who will report to development team lead. Job is to develop high quality and robust software. Developing a dealership management solution, using a mix of modern programming languages and techniques as well as maintaining a large legacy codebase. Produce readable, maintainable code that is both manually and automatically tested in all target environments. Use an Agile approach and appropriate methodologies to support collaboration and manage change. To follow the departmental processes in relation to software development.

The chosen candidate will work out of the Contour Software Islamabad resource centre office, as an extension of the division-based R&D department

Key Responsibilities
Design and create new code to extend our existing products, to standards agreed by the development team.
Contribute to software design and supporting documentation.
Work as a part of a development team, following agile methods agreed by the team.
Understand the development techniques that relate to the delivery of the existing and new products.
Test code both manually and using automated methods (unit, integration and UI testing).
Review code created/editing by other developers, ensuring that the code conforms to coding standards, matches the documented requirements and does not introduce defects.
Work with QA team to ensure features and defect resolutions match corresponding test scenarios.
Ensure code components pass continual delivery testing and resolve any identified defects.
Follow agreed and documented coding best practices, ensuring full understanding and development requirements.
Assist QA/support with defect investigation, steps to reproduce defect, and provide a solution to resolve any defect identified.
Become involved in ad-hoc tasks as required to achieve team goals.
Qualifications Required

Desirable Bachelor's degree in Computer Science or equivalent work experience.

Experience And Skills Required

Essential - Good Working knowledge of the English language

Essential - Good communication skills, both verbally and in writing

)

Essential - Experience with SQL (MariaDB, SQLite, etc.

Desirable - Experience with C# and the .NET framework

Desirable - Experience with a JavaScript web framework (Angular, PHP etc)

Desirable - Willingness to learn different programming languages and paradigms

Desirable - Experience of working with Agile methodologies (Kanban or SCRUM)

Desirable - Experience with Financial (Accounting) systems

Suitable for someone who...

Is passionate about creating and maintaining quality software. Has an understanding of the workflow involved in development. Is pragmatic and a good problem solver.

Competencies Communication I can effectively communicate with people at all levels both internally and externally Effective I can work both independently and collaboratively to achieve my goals Precise I am accurate in my communication and exact in my delivery Tenacious I ensure that all tasks on a project are seen through to completion Credible I know what I'm talking about and can back this up with evidence Positive I convey an optimistic and confident approach to situations Interested I want to learn more about what I and the company does Committed I do what I say I'll do; people can count on me Respectful I treat colleagues and customers with deference and respect Collaborative I work well with others to get the desired outcome

Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3068136795/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=YqpEFyLKXheB7aSR2IfNCg%3D%3D&trk=flagship3_search_srp_jobs,Software Developer,Contour Software
392,392,"Posted by
Akhtar Chaudhri
Digital & Technology Leader | EHR, ERP and Digital Transformation via Cloud Adoption | Angel Investor
Send InMail
We are looking for Senior SaaS Online Sales and Demo/ Training Specialists to join our Business Development Team. This is your chance to demonstrate the product and the value of next-generation SaaS ATS/ CRM Cloud solutions. It's online, over the web presentations through interactive pre-sales discovery meetings. You will analyze an organization's current business needs; then develop and present an ATS/ CRM Cloud solution to deliver unprecedented value. In this highly visible key sales role, your duties include finding and closing new accounts. A Hunter sales mentality is critical, but you are expected to build and develop the new accounts you bring in. The ideal candidate is comfortable delivering software demos via Zoom or similar software. You should want, above all, to sell with your superior presentation and communications skills.

Responsibilities include:
Conduct online demonstrations of our software
Deliver product presentations and demonstrations to prospects and customers.
Lead discovery of customers’ needs to better tailor the demonstration
Prepare custom demo models for more complex requirements
Position and sell the value of the ATS/ CRM platform
Find and develop new leads within your geographic target area in North America, UK, and Australia
Develop incoming leads and referrals through the full cycle of the sales process
Stay up-to-date and provide feedback on feature designs, product roadmap, and development progress for areas of product responsibility
Continuous learning and growing your knowledge of the product
Deliver presentations in seminars, and webinars
Contribute value to data guides, scripts, and other documentation for team benefit
Previous software sales and/or recruitment experience
Independence and self-motivation who can work alone and introduce ideas
Hunter mentality with passion and ambition
Maintain key relationships post-sales
Your experience should also include:
5 or more years of domain experience (Online Technical Demos, SaaS Sales)
4-year college/University Degree Required preferably overseas experience
Degree in IT/ BSIT preferred
The British accent is definite PLUS
Experience with SaaS HR/ CRM/ ATS Cloud or similar SaaS solution preferred
Presentation, communication, influencing, and interfacing with and selling to the C-Level specifically
Outstanding interpersonal skills and a strong team player
Proven ability to develop executive-level messaging / demonstrations for maximum impact
Self-motivated and able to work with a distributed team
Ability to think and react quickly
Preferably work with USA timezone
Prior experience of living/ working in USA/ UK/ Canada markets is Plus.",https://www.linkedin.com/jobs/view/3108997962/?eBP=CwEAAAGBLqhqYgagrd4wr_Aeh_it9iiCzpUVeoKUOhQQJBWTFVhhqyXAnKQMHaE2bDshkUdpd9WJZyagQWWzV8K5Ug_5eZ-lv1ELWsy1IxT95tHkMDhMeStQOAmKWc4JH8QRSgRAqvTgNGUA9D3FyDDjuiQA081FNqS0SvFLmpuOfvJTYb1jCtNar8dtw_7EnT-tqGM0-p8df5TotQEwYujlumJWhm8fznSOsadLroGeJD6vsh7NreQj44jn5KFqrzEiRUG3U3R-Pk3Og0L7tJvxyqnYtDg7rgR8FP8XixGXPJvFkkKOWrYXxyQJ-SxFc3P5oAeF-98RrwRWfWCRAOgF&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=d8wpZwRrayjUM%2BmiKaLftg%3D%3D&trk=flagship3_search_srp_jobs,SaaS Sales and Demo/ Training Specialists,Virtelligence
393,393,"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, Trilogy. Have you got what it takes?

Are you the best performer on the team who picks up new technologies twice as fast as everyone else? Do you long for a job where you could spend part of your week laser-focused on delivering product features and the rest on coaching team members?

At Trilogy, we believe the top performer on the team should give first-line technical coaching. Managers in our engineering organization are active contributors to the team’s roadmap instead of simple task schedulers. With deep knowledge of the code base and product architecture, our managers provide detailed, insightful, and actionable feedback to the development team.

If guiding the team with your software development insights to improve the output quality excites you, now is your time to fast-track your career into management without sacrificing your technical expertise.

What You Will Be Doing
Pull Request: Building directly on top of AWS, utilizing the full power and range of the platform to generate simple solutions that are easy to maintain
Root Cause Analysis: Cracking the code on the toughest bugs by diving deep to find the true root cause and identifying permanent fixes based on your analysis
Technical Coaching: Reviewing your teams’ output that doesn’t meet our quality bar, giving detailed coaching on pattern matching, using new technologies, and understanding architecture
What You Won’t Be Doing
HR and administrative management. We want your technical expertise. We will never waste your time doing performance reviews, committees, etc.
Project management or assigning tasks. We have automated that, you don’t have to ever worry about prioritization.
Development Team Lead Key Responsibilities
Build a team that delivers excellent work at a high pace
Basic Requirements
Senior-level coding experience in the software industry
Excited about coaching teams to write better code through technical excellence
About Trilogy

Hundreds of software businesses run on the Trilogy Business Platform. For three decades, Trilogy has been known for 3 things: Relentlessly seeking top talent, Innovating new technology, and incubating new businesses. Our technological innovation is spearheaded by a passion for simple customer-facing designs. Our incubation of new businesses ranges from entirely new moon-shot ideas to rearchitecting existing projects for today's modern cloud-based stack. Trilogy is a place where you can be surrounded with great people, be proud of doing great work, and grow your career by leaps and bounds.

There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!

Working with Crossover

This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $50 USD/hour, which equates to $100,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.

What to expect next:
You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.
Important! If you do not receive an email from us:
First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/reset-password if you already applied using LinkedIn EasyApply.
Crossover Job Code: LJ-3879-PK-Punjab-DevelopmentTea.004",https://www.linkedin.com/jobs/view/3102174690/?eBP=CwEAAAGBLqhqYtEADUi6_xWuGOcCceeEBPlCo68q5Ejqm6CqGHute6fe7LwGzw0VzRnygaNb8N_fDye5kEhzojbVJYocABkkR6xSFAVO-lizqSuleIdRfjIjcD4KvrCiDjjrLx1e_c_n8xaePb20MU8s50FRxySiFOjfm5bedSV6WdS-A9rIutUpyWnKDFjRyhf5Fu2r0vBj2C3PoAx8aMlMyymy8zNrjSyaTzNVciSv7li7Ds4nKQi0bDT-J4RnthlGSFj4Tu-kFkdKkzy_8R-wRu_psNNF8LJHfgXOPGGh2LV5YylUL25AxnF84YsQSs-LkxrADUdWIo57VqKjQSZkz3gdUfsCnNtlgKd7hKhX8aLsQyBB1wGp6hWi3WVf&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=rmIhQ4bnaEfTfkTO1IWSmQ%3D%3D&trk=flagship3_search_srp_jobs,"Development Team Lead, Trilogy (Remote) - $100,000/year USD",Crossover for Work
394,394,"Position Snapshot

Location: Wah Taxila, Pakistan

Company: Nestlé Pakistan

Full-time

Position Summary

Responsible for being a key point of contact for all Sales Operations related aspects (e.g. Field Sales, Distributors and Customers) within assigned geographical ""Area/Territory"" and deliver set objectives/targets.

A day in the life of...
Ensure achievement of agreed targets/KPIs for the assigned Territory
Develop and Implement field Sales Plan for the assigned territory
Effectively manage distributor/customers and their operations
Responsible for the execution of the Channel Category plans at the POP (Point of Purchase)/Outlets as per the channel and category prioritization
Responsible to provide quality and on-time information
Ensure adherence to all Company principles and policies

What Will Make You Successful
Bachelor’s degree in Sales/Marketing or business related field
1-2 years of experience in sales, and over this period has successfully delivered on KPIs
Capacity to understand all sales functional areas i.e. Channel & Category Sales Development (CCSD), Customer relationship, Distribution handling",https://www.linkedin.com/jobs/view/3103285237/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=yWtR7z%2FzwzZ9dnyFdweFOQ%3D%3D&trk=flagship3_search_srp_jobs,Territory Executive Wah (Taxila),Nestlé
395,395,"Organizational Setting

The position is located in Islamabad. Food and Agriculture Organization (FAO) in Pakistan focuses its efforts on poverty reduction, food security, sustainable livelihoods and rural development. FAO has partnered with the Government of Pakistan on research and development, training, extension services and strengthening of the staff capacity in planning and policy making. FAO has supported improvements in agricultural policy analysis, strengthened institutions. Enhanced integrated area development and expanded participation of marginalized and vulnerable communities in sustainable development.

Reporting Lines

Under the overall supervision of the FAO Representative in Pakistan, under direct supervision of International Monitoring and Evaluation Officer and technical supervision of Statistician-FAO, the Food Security and Agriculture Data Analyst will undertake his/her duties.

Technical Focus
Strong analytical knowledge of agriculture, food security and livelihoods in the context of Pakistan;
Working knowledge of advanced statistics with ability to use statistical software packages (in particular SPSS , STATA and/or R);
Programming of tools in KOBO/ODK interface
Tasks And Responsibilities
Assist in coordinating the collection and analysis of data to inform the impacts of COVID-19 and other shocks on agriculture, food supply and rural livelihoods
Assist in collecting the baseline and secondary data to enable comparisons and triangulation. Secondary data can refer to food prices monitoring, agricultural inputs prices monitoring, international trade figures, food security outcomes, containment measures, social protection measures, remote-sensing-based seasonal monitoring etc.
Assist in the choice of data collection modalities (Computer-Assisted Telephone Interviews, web surveys, or face-to-face) and interfaces (international service provider, local partner, in-house call centre etc.)
Search for existing sampling frames and consolidate lists of respondents with phone numbers
Assist in the adaptation of generic questionnaires to context-specific circumstances and objectives
Contribute to the programming of tools (take the lead in case of Kobo / ODK interface)
Assist in developing training materials and participate to enumerator training sessions
Communicate with relevant authorities on the implementation of the surveys
Conduct additional semi-structured interviews with key informants in order to dig for specific issues, as needed
Contribute to the analysis and interpretation of collected data
Monitor the publication of studies and data produced by other stakeholders in the country
Help draft and review monitoring reports and visual products (e.g. dashboards), using standard templates
Assist in communicating the assessment findings and reports to other actors, through Food Security Clusters for instance
Contribute to FAO corporate learning processes and documentation about COVID-19 assessments
Perform any other relevant tasks related to data analysis
CANDIDATES WILL BE ASSESSED AGAINST THE FOLLOWING

Minimum Requirements
Advanced university degree in agricultural economics, economics, statistics or other related discipline relevant to the mandate of the Organization;
Minimum of 3 years of proven knowledge and experience in assessments, data analysis, surveillance systems, or monitoring and evaluation in the context of emergencies and food crises;
Working knowledge of English;
National of Pakistan
FAO Core Competencies
Results Focus
Teamwork
Communication
Building Effective Relationships
Knowledge Sharing and Continuous Improvement
Technical/Functional Skills
Ability to work under pressure and adapt to an evolving and complex humanitarian context and within multidisciplinary and different cultural background teams;
Strong analytical skills and knowledge of agriculture, food security and livelihoods in the context of Pakistan;
Experience or familiarity with food security and livelihoods assessments methodologies, including surveillance or monitoring systems, agricultural production assessment, market analysis etc.;
Experience in survey design, sampling, data collection, data analysis, and interpretation for assessment processes in agriculture and food security;
Expertise in remote data collection including phone or web-based surveys and/or remote-sensing would be a plus;
Proven data visualization and reporting skills;
Excellent communication skills, both verbal and written, and strong spirit of teamwork;
Coordination skills with strong individual planning capacity;
Willing to undertake field visits as required;
Having Knowledge of United Nations and International Organizations’ administrative policies and procedures.
Selection Criteria

Candidates will be assessed against the requirements listed above.

Additional Information
FAO does not charge a fee at any stage of the recruitment process (application, interview meeting, processing)
Incomplete applications will not be considered. If you need help please contact: Careers@fao.org
Applications received after the closing date will not be accepted
Please note that FAO only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU) / United Nations Educational, Scientific and Cultural Organization (UNESCO). The list can be accessed at http://www.whed.net/
For additional employment opportunities visit the FAO employment website: http://www.fao.org/employment/home/en/
Appointment will be subject to certification that the candidate is medically fit for appointment, accreditation, any residency or visa requirements, and security clearances. Subject to certain exemptions, vaccination against COVID-19 will in principle be required. Vaccination status will be verified as part of the medical clearance process.
Job Posting

31/May/2022

Closure Date

14/Jun/2022, 10:59:00 PM

Organizational Unit

FAPAK

Job Type

Non-staff opportunities

Type of Requisition

NPP (National Project Personnel)

Grade Level

N/A

Primary Location

Pakistan-Islamabad

Duration

6 Months (31 December 2022) Extendable

Post Number

N/A

IMPORTANT NOTICE: Please note that Closure Date and Time displayed above are based on date and time settings of your personal device
FAO is committed to achieving workforce diversity in terms of gender, nationality, background and culture
Qualified female applicants, qualified nationals of non-and under-represented Members and person with disabilities are encouraged to apply
Everyone who works for FAO is required to adhere to the highest standards of integrity and professional conduct, and to uphold FAO's values
FAO, as a Specialized Agency of the United Nations, has a zero-tolerance policy for conduct that is incompatible with its status, objectives and mandate, including sexual exploitation and abuse, sexual harassment, abuse of authority and discrimination
All selected candidates will undergo rigorous reference and background checks
All applications will be treated with the strictest confidentiality",https://www.linkedin.com/jobs/view/3101190583/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=qtdnIHYRNETKtIO%2Bfgg5FQ%3D%3D&trk=flagship3_search_srp_jobs,Food Security and Agriculture Data Analyst,FAO
396,396,"At Careem we are led by a powerful purpose to simplify and improve lives in the Middle East, North Africa and Pakistan. We're pioneering the development of innovative services to aid the mobility of people, the mobility of things and the mobility of money.

We're in the driving seat as we help to define how technology will shape progress in some of the fastest-growing countries in the world. Our teams are building tech to meet the needs of the future in areas including data and AI, e-commerce, technology-enabled logistics, maps, identity, and fintech.

We’re well placed to solve complex and meaningful challenges at scale, with deep tech expertise, strong regulatory relationships, a local presence, and increasingly specialised global teams which are structured to operate as autonomous start-ups. Our team of over 400 engineers and developers are empowered to develop cutting-edge technology every day.

Careem was established in July 2012, became a wholly-owned subsidiary of Uber Technologies, Inc. in January 2020, and today operates in over 100 cities across 12 countries.

About The Role

Careem is looking for a Cyber Data Analyst who will build and support solutions to organize, process and visualize large amounts of data. You will be working with technologies such as Hive, Spark, Spark streaming, Kafka, Python, Redash, Presto, Tableau and many others to help Careem’s Cyber Security become a data-informed organization. Some of the problems the team is working on are: reliable super-app security, vulnerability and incident management, reporting infrastructure, ETL engineering, data discovery and dashboards.

What You'll Do
Work with cyber security and engineering stakeholders to understand data requirements
Translate the business requirements into reporting deliverables. Can derive insights from both structured and unstructured/qualitative data. Works with internal partners to create new Tableau, Jira, other data sources dashboards or modify existing dashboards as needed.
Develop and maintain dashboards
Build and refine data flow and ETL processes
Performing data cleansing and enhancing data quality
Produce and maintain strong documentation
Take action with quality, performance, scalability, and maintainability in mind
Work in a collaborative, fast paced Agile team environment
What You'll Need
Degree in Computer Science, Information Management, Statistics, or Analytics preferred.
3+ years of recent and demonstrated experience in an analytical role performing data analysis, reporting, and developing security dashboards, and experience with business intelligence and visualization tools creating management dashboards
1+ years of recent Cybersecurity experience with strong knowledge of Cybersecurity Controls and Frameworks
Experience working with dimensional data, data lakes, MPP databases like Redshift (is a plus)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
3+ years of experience with designing, building and maintaining scalable ETL pipelines
Good understanding of API scripting, data warehousing concepts and modeling techniques
Hands-on experience automating repetitive tasks in Python
Hands-on experience satisfying data needs using SQL
Ability to dig deeper into the issues of the ETL pipelines, understand the business logic and provide permanent fixes
Passionate about learning new technologies and working on a product of massive scale and impact
Experience working with real time data processing using REST API, Kafka, Spark Streaming or similar tools
Experience with workflow processing engines like Airflow, Luig
Familiarity of IT, Cyber Security and DevOps
Familiarity with Docker and Kubernetes
Strong verbal and written communication skills.
Where you'll be
This role is part of a remote distributed team! This means you can be based in any of the countries where we currently have an engineering site. If you would like to join us in Dubai, Berlin, Ukraine, Russia, Poland, Pakistan, Egypt, Lebanon or Jordan, that's fine with us (Visa permitting)!
Even though we are working remotely, we are strong believers in collaboration and the power of building social connections with our teams. For that reason, our offices are still open and provide plenty of collaboration-friendly spaces at times when teams need it or if you need a quiet space to work outside of home.
You’ll be working in the location you’re hired from. Due to legal and compensation considerations, you will need to be based out of the country you’re hired from as your primary work location.
What we'll provide you

As a Careem Colleague You Will Be Able To

In addition to a competitive long-term total compensation with salary and equity, we have a reward philosophy that expands beyond this.
Be part of a Remote-First organisation
Work from any country in the world for 60 days a year
Use Unlimited Vacation days throughout the year
Access fitness reimbursements for health activities including: gym, health club and training classes.
Work and learn from great minds
Create impact in a region with untapped potential
Explore new opportunities to learn and grow every day",https://www.linkedin.com/jobs/view/3083812644/?eBP=CwEAAAGBLqhqYk4-DzwKvVzV4Fe4tisW7hA6w1WjrpzQ4YewZNgaV_AD0tw0MG7_-Xwh_HPHMFpZOSBIydFoRiSzjzZyTLBq2JQKTt5j7iqwIoEG7-m-9rivUBYLDdo8x-G9opBYGkjHdBxl_qnWVZ6r7E9-Q9RSQh3RO5OJGFkgWVjv0z8g6jMS6BN7cCp09dxarrWm72c7WGhrlakh4zmt3hzybI1CCth5P5Cw3k67puLdhGTENWIkVBWVegGVGI_qcOCRiTVTOdqU086CxIRLiiZ82CWyPGEkEBrJrxJEJw_O3kXTYsRC3E1rqYaXEvxMb_erZk19iiuEBtO8x3It9OhLp_oR63I5FkdTWXFwB6WCPcY0aCCLz85fBA&recommendedFlavor=SCHOOL_RECRUIT&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=ipyIDrYAvikaQxFFvVjO1g%3D%3D&trk=flagship3_search_srp_jobs,Cyber Data Analyst I,Careem
397,397,"About The Job

Toptal developers work with speed and efficiency to deliver the highest quality of work. We are looking for someone who is passionate about their client’s business, and ready to work on exciting projects with Fortune 500 companies and Silicon Valley startups, with great rates and zero hassles. If you are looking for a place to advance your career, enhance your skill set, and build connections around the globe, Toptal is right for you.

About Toptal

Toptal is an exclusive network of top freelancers from around the world. Fortune 500 companies and Silicon Valley startups hire Toptal for their most important projects. Toptal is one of the fastest-growing fully remote networks and empowers freelance software developers, designers, finance experts, product managers, and project managers worldwide to grow and excel in their freelance careers.

Toptal clients vary in sizes and industries, from enterprise organizations and big tech companies to Silicon Valley startups and renowned universities. Once you enter the network, our matchers will contact you with project opportunities that fit your expertise and preferences. We have experts in over 120 countries who get to work remotely on projects that meet their career ambitions.

About The Role

We are looking for a strong Mobile App developer (independent contractor) who has strong experience with both architecture design and ongoing app optimization. At Toptal, you’ll have the opportunity to work on a variety of meaningful initiatives and projects with teams of highly skilled members from around the world. The code you write will need to be cleanly organized and of the highest quality. You’ll also help ensure solid application performance and an excellent user experience.

Some of your main responsibilities will include: (1) developing new features and user interfaces from wireframe models, (2) ensuring the best performance and user experience of the application, (3) fixing bugs and performance problems, (4) writing clean, readable, and testable code, and (5) cooperating with back-end developers, designers, and the rest of the team to deliver well-architected and high-quality solutions.

Requirements
English language proficiency
3+ years of professional experience in software development
Solid experience with React Native, Android, or/and Xamarin is a strong advantage
Project management skills
A keen attention to detail
Experience with system architecture or leading a software team is a strong advantage
Full-time availability is a strong advantage
If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.

#GlobalOpportunities

#RemoteJobMobileApp",https://www.linkedin.com/jobs/view/3108448245/?eBP=CwEAAAGBLqhqYmTyhv-Tb4fo8T652FevhcEy9GwLhvbqCo3Xtw-kIocxvW4fBFImjbdpG3W21poMPwRTcVezaFaEeaMPQ84Ad-cYkOZyFMvvH0MqGCSnKR1rUp0Aa5Y4BEPGVQ36jIE-jFTftrx-SofhNuHKoGQlhbm98dF9ISsoeuNjRSQGd6InIv_6on-Vqqpi5GxdPZ36V0gTEr7yyVESub1VgjVUfsPX1sUnS58xVhZ8BEL-pkUdPE36YVta3YMxFeUsjQXFkzQOwQAAA_TvL1XP5LkWryp7c0fQ33_rE9t6NjcCvnNko0NWC5B8EcnP6TdGo2H2cpbHHunMbfi4tykSZg8PI67jjcP-1DPPGfNBF8vQBfPhdpixKu69&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=Uhc%2BzrhxDde%2FABkS2jrKTg%3D%3D&trk=flagship3_search_srp_jobs,Freelance Mobile App Developer,Toptal
398,398,"Posted by
Maha Ali
Senior HR Officer at Akhuwat
Send InMail
Key deliverables:
Creating marketing campaigns and educate the community about Akhuwat.
Creating and developing new innovative ways to communicate Akhuwat’s message to their existing donors.
Contributing to the fund raising and marketing plan.
Planning and project managing marketing events and evaluating their success.
Evaluating the effectiveness of all marketing activity.
Developing and implementing an internal marketing programme.
Supporting the marketing manager in day to day marketing activities.
Plan, develop and deliver campaigns as agreed within timelines.
Research and analyses market trends, competitor offerings, demographics, and other information that affects marketing strategies
Uses research findings and analysis to provide direction to marketing managers regarding upcoming marketing projects, new products or services, and overall strategy
Approves all marketing campaigns and plans before they are implemented.
Educational Qualification:
Bachelor’s degree in marketing, business administration from HEC recognized university.
Experience:
Fresh
Interested candidates should send their resumes at jobs@akhuwat.org.pk not later than, June 05, 2022. The candidates should mention the position “Marketing Officer” in the subject.",https://www.linkedin.com/jobs/view/3093515579/?eBP=CwEAAAGBLqhqYiXV7dQeBBslpmsCu0WNaBzSWF-hflt_TGbsFtHBBqhXR_LtiR1EOnzD0t4juHvH3MnL_f2yQkv80M-ZqDqXaIbc04DNH3wRBL4NhLNr-P-ZPMiUvD102aHohKm6xFNdCAURhdtPgpSfdOvQwQktaAKu4TtgxVBlPvwJ8THsG_d-SpqaESO2nt_hT0_bSU9ug9QBzLJvvC__8ouOa6Cg2oE2lCNIcySnmUuI8HWTU466ghsN1d7ECsSybcfsb8XDZG27VWorWurzgTVkJnAbv5S3C2YtEIJQNsPT3Pldwiyna6g-oi40_56VD52Cra7nmV5bTwQIv6HDF7YHG3q5FPn1WH-kmZnU57hSnhfrVpFvhPY37969tvHh5sMtTKaClnDcuZ3B80gmJzNo_kFt&recommendedFlavor=SCHOOL_RECRUIT&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=f28KDV4WacCV1KAsZEjAgg%3D%3D&trk=flagship3_search_srp_jobs,Marketing Officer,Akhuwat
399,399,"Job Purpose and Impact

The Feed Formulation Specialist using full knowledge, is responsible for new formula creation and redesign according to agreed product matrixes using cost formulation software for all production runs in the factory, balancing sufficient technical constraints, cost of formulation and raw material use according to supply chain plan. You will be responsible for providing our production plant with all relevant data and support our production lines with all product database related subjects like bill of material, labeling, and product documentation. The position will also be responsible for setting up Cargill’s formulation systems/processes in the country and implementing Cargill’s global standards.

Key Accountabilities
Formulate and ensure that products are manufactured in accordance with applicable requirements and specifications.
Conduct formulation trainings, process reviews and risk analysis to ensure data integrity, process adherence, control structure and compliance performance.
Advise internal and external partners and become the subject matter expert for ingredient know-how and nutrient evaluation related questions.
Conduct and communicate any opportunities for cost savings in teams' product portfolio, projects related to ingredient, nutrient and production know-how.
Ensure a close collaboration with operations, quality, nutrition technology and continuous improvement colleagues to achieve efficient and effective execution and high customer satisfaction.
Independently handle complex issues with minimal supervision, while escalating only the most complex issues to appropriate staff.
Other duties as assigned
Qualifications

Minimum Qualifications
Master's degree in veterinary or equivalent experience
Minimum of four years of related work experience
Other minimum qualifications may apply
Preferred Qualifications
Nutritional knowledge combined with feed formulation experience
PhD degree in a related field or equivalent experience
Minimum of three years of experience working as a technical consultant
Having background of Feed industry",https://www.linkedin.com/jobs/view/3021932611/?eBP=CwEAAAGBLqhqYh_-vK_n1VHbVLLzedr19QF5sFH_KjcnlnrvmDsPbPHHTp01eTngvm0DSCjLDJPEA9POaTRLJKYExVibbv_0bAO_JonNd1ABp-EPxHgtg5Mk8ZZjMbLgLGm7aJGVqS3CqaidYBtBCzWvpeMy06ERKNQXkREZR2wlBDJ7XsAFi0TjOr-iWE1Giwt0EC9e9zhtGyWSkF9gJ6CgV_hNv6UoSby2PlKIru_IRMPZbQ16E0Jf9ISz4DzI44rVeySg0sr9QasBvnOG4NkXI_fm8U5f8ytwPwSjLDUnyFYkaZHVRn9ANtNvngtwdRlwMxRbEqkTpbilladAHc6CuDLCxnB5Ra5xgYDbKr0-kZ85YcMBPU2u66slnw&recommendedFlavor=SCHOOL_RECRUIT&refId=cqXlAu6OzqI2ptNx92BiBA%3D%3D&trackingId=UWfYKw8O%2F7aO2vXxOTZZ%2Bw%3D%3D&trk=flagship3_search_srp_jobs,Feed Formulation Specialist,Cargill
