,job_descriptions,job links,job titles,Posted By
117,"The Division

Cunninghams Epos Group is a leading national company specializing in the design and integration of software solutions for the Retail and Hospitality sectors. Our solutions include extensive Point of Sale capability, Stock Control, Online Table Bookings, and Websites. The company is continuously developing new products, features, and functionality to meet the needs of our customers. We have a national presence with regional offices in Kent, Birmingham, Ramsbottom.

With a mission to provide a full suite of solutions to our customers and become the supplier of choice, Cunninghams EPOS Group cherishes brand values of ambition, caring commitment, and agility bound to a strong engineering base of technical competence.

The Position

We are seeking a Software Developer to take on an exciting role within our busy team of 6 developers. Reporting to the Development Manager, this role will be a hands-on position for our core products, collaborating with the team to develop, support, and test new and existing products.

You will have the opportunity to work on a full life cycle using agile methodologies. The individual will thrive in a fast-paced environment, solving complex problems.

In addition, you will be given access to online training resources such as Pluralsight to further your own development.

The selected candidate will work out of the Contour Software Islamabad resource center office, as an extension of the division-based R&D department.

Responsibilities

The role itself is very varied and will entail:
Analyze software requirements
Write unit tests
Identify product impact and possible implementation options
Hands-on development in an agile environment
Test and review code for technical accuracy, standards, and functional compliance to the design
Performance and scalability improvement and refactoring of legacy code
Work within deadlines in relation to product release timelines and consistently complete assigned development tasks in required timeframes
Daily reporting of development activities
Work with the development manager to keep our dev backlog in order and schedule tasks
Work with the team to define and agree on development estimates
Follow defined software development processes and standards
Responsibly follow planned and assigned task lists
Design robust and scalable solutions
To share knowledge and skills with others.
Highlight task-level issues and risks as appropriate and assist in finding solutions.
Problem-solving
Fixing bugs in existing projects
Testing new features thoroughly to ensure they perform the correct task in all cases
Documenting code so other developers can understand and contribute to it.
Required Skills:

Essential
2-5 years of experience and excellent knowledge of Microsoft Visual Studio and the C# language
Knowledge of Object-Oriented Programming
Knowledge of Relational Databases
Self-improvement and ability to learn on the fly
Excellent knowledge of Microsoft SQL databases
Experience in developing WinForms applications with WPF
Experience using either Dev Ops or Jira
Desirable:
Experience of any of the following: DevExpress, Web Services (REST/SOAP), API's, SQL Server management skills, data warehousing, and business intelligence,
Software engineering-related degree
Previous use of bug tracking software
Knowledge of modern IDEs
Knowledge of iOS/Android mobile application development
Ability to use version control software
Agile/Scrum development process exposure
Relevant industry certification.
Personal Characteristics:
Excellent communication skills with the ability to explain issues clearly and simply, both verbal and in writing
Collaborate to achieve team goals
Creative and demonstrates flair
Logical and analytical, with a methodical approach to problem-solving
Accurate, with high attention to detail
Self-motivated, resourceful, and keen to learn and share knowledge
Able to remain calm and problem-solve under pressure
Open and friendly personality
Able to motivate others and keen to learn and share knowledge.
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage - Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit-Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3053912600/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=RX9xfBSJYd4Kkan3HLi3bA%3D%3D&trk=flagship3_search_srp_jobs,Software Developer(Winforms),Contour Software
118,"Posted by
Johan Raffin
VP of Engineering at Virus Geeks
Send InMail
Overview

Virus Geeks Inc, a US based BioHealth Technology company, is a leader in health tech solutions such as end-to-end Covid-19 testing. We are hiring talented full stack software engineers to join our team. If you're excited to be part of a winning team, Virus Geeks is a great place to grow your career.

The ideal candidate is a self-motivated, multitasker, and demonstrated team player. You will join a team responsible for the development of new web and mobile applications. You should excel in working with large-scale applications and frameworks in a start-up environment.

Role Responsibilities

Write clean, high-quality, high-performance, maintainable code (both backend and frontend).
Write automated tests and software design documents.
Participate in feature design and architecture.
Design and implement microservices.
Proactively research and propose improvements and new features.
Model database structures.
Support CI/CD.
Participate in code reviews, SCRUM, and meetings.

Must-have

Bachelor's degree in Computer Science (or related field).
5+ years of relevant work experience.
Highly skilled in web and mobile development, scripting, and testing.
Expertise in MERN stack (MongoDB, Express, React, Node.js) and Next.js.
Expertise in Nestjs or similar web framework.
Expertise in mobile development with React Native.
In-depth understanding of database technologies (No-SQL and RDBMS).
Strong knowledge of Cloud infrastructures (such as AWS), Docker, Kubernetes, and microservices.
Comfortable with Linux environments and shell.

Nice to have

Comfortable with multiple programming languages and paradigms (TypeScript, JavaScript, Objective-C, Python, SQL).
Familiar with Material-ui component library.
Familiar with common UX principles and front-end design and design languages such as Material Design.
Familiar with Objective-C, Swift and/or Kotlin development.

Soft skills

Exceptional attention to detail.
Excellent analytical and problem-solving skills.
Good oral and written communication skills.
Great team player and able to work efficiently with minimal supervision.

Virus Geeks company culture is hard to beat. It is a positive and energetic team and we are looking for an individual who is highly collaborative and positive as well.",https://www.linkedin.com/jobs/view/3017402581/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=q5qeTDVAEaoRvTAKc3jENw%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Software Engineer - MERN Stack,Virus Geeks
119,"Posted by
Amber Shafique
People Operations and Development Executive at Arbisoft
Send InMail
Summary
The Data Science team’s mission is to drive competitive value from data at scale through building AI models to optimize user experiences, decision making, operational efficiencies, and lead the region’s AI ecosystem. As one of the leaders in this team, you will be at the forefront of fulfilling this mission. You will be working with and leading the top data science talent of the region, leveraging AI to solve the region’s day to day problems, through state-of-the art machine learning, optimization, deep learning, and NLP models, that are deployed on top of our own in-house AI platform, serving users in real-time.

As a Data Scientist, you have built a strong track record of delivering business impact in several applications. You are happy to implement a simple heuristic or a sophisticated deep learning or reinforcement learning model if it meets the business needs and the time constraints. You find satisfaction collaborating with partners and shipping changes that deliver measurable business impact. You are a constant learner, tinkerer, and you enjoy experimenting with the latest technologies to further drive impact and keep raising the bar.

Responsibilities
Deliver on Applied AI topics in Marketplace: multi-objective cost function for supply-demand matching, multi-modal transport matching, ETA optimizations, routing, pricing, peak pricing for supply and demand shaping, supply and demand forecasting, pooling for mobility of people, batching for mobility of things.
Implement scalable machine learning and optimization algorithms that will be used in production on big data.
Embark on exploratory data analysis projects to achieve better understanding of phenomena as well as to discover untapped areas of growth and optimization.
Answer complex analytic questions from big data sets to help the organization shape its products and services in a better way.
Estimate impact and effort of data science projects
Mentor junior data scientists and act as a tech lead for a business area
Help define and track the appropriate key metrics for specific projects.
Design and run randomized controlled experiments, analyze the resulting data and communicate results with other teams
Build a long-term vision on how we can rethink our customer acquisition and engagement strategies leveraging data in our decision making.
Drive exploratory analysis to understand the ecosystem, user behavior; identifying new levers to help move metrics and build models of user behaviors for analysis and product enhancements.
Shape and influence data/ML models and instrumentation to optimize the product experience and generate insights on new areas of opportunity and new products.
Provide product leadership by sharing data-based recommendation to communicate state of business, root cause of change in metrics and experimentation results influencing product and business decision
Implement scalable machine learning algorithms that will be used in production on big data.
You will always challenge the status quo and continually investigate new data processing technologies and seek to ensure that we follow the industry best practices

Requirements
4-9 years experience in data mining, predictive modeling, time series analysis, machine learning, Big Data methodologies, transformation and cleaning of both structured and unstructured data.
Experience in applied Deep Learning and Reinforcement Learning
Advanced degree in a quantitative discipline such as Physics, Statistics, Mathematics, Engineering or Computer Science.
Strong problem solving and coding skills
Strong experience in leading cross-functional teams and projects from a technical and data science perspective.
Solid knowledge of and experience with the payment channels, pay terms, banking and payments services, and the payments regulatory landscape, preferably in MENA region
Fluency in English along with excellent oral and written communication skills.
Proficiency and demonstrated experience in at least 2 of the following: Python, R, SQL, Spark, Hive.
Demonstrated experience with database technologies (e.g. Hadoop, BigQuery, Amazon EMR, Hive, Oracle, SAP, DB2, Teradata, MS SQL Server, MySQL) is a plus.
Demonstrated experience with business intelligence and visualization tools (Tableau, MicroStrategy, ChartIO, Qlik) along with geospatial data processing skills is also a plus.
Knowledge of Agile methodologies.
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)",https://www.linkedin.com/jobs/view/3066306391/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=z3cRAW77OhYs%2FPT1Gg8mTQ%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer - Data Science,Arbisoft
120,"Posted by
Lawrence Wong
Co-Founder
Send InMail
At Kodifly, we're providing medium scale software project development and AI application expertise to companies in Hong Kong and Mainland China, some of the region’s largest organisations. Our mission is to provide quality and reliable development services to growing and established organisations to do this; we’re looking for backend and frontend engineers to help us develop software to meet growing demands and support us for our next stage of growth. You'll have the opportunity to be involved in projects that span various types of industries. Our teams are made up of people from diverse backgrounds; some have been building Python systems for years, and some have learned the ins and outs of Python on the job.

Read more about us at: https://www.kodifly.com/
Responsibilities
Design reliable systems that handle high volumes of data with low latency
Ship code to production every day
Tackle the challenges that come with processing highly sensitive data
Use notion to track tasks and complete them
Value security over box-ticking
Make your mark on ambitious projects

Our backend tech stack includes
Python 3
Django+ Django Res framework
Redis
RabbitMQ
SQL Databases
React.js
Celery
Deployment experience

We'd love to meet someone who
Is a great problem solver who takes pride in their work
Experienced in software development (GitHub)
Good communicator
Self-disciplined and motivated
Can work remotely with team members
Is comfortable with the unknown and loves to experiment
Can construct good arguments for methodologies or practices
Has worked with, or understands the principles behind working in projects at scale
A passionate software developer

Qualifications
Bachelor's degree or equivalent experience in Computer Science or related field
Development experience with programming languages
SQL database or relational database skills

What you get from us:
full-time position
competitive salary (100,000 PKR Median)
room for personal development within a fast-growing company
flexible working hours (online team meetings between 9 am - 6 pm)",https://www.linkedin.com/jobs/view/3049269385/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=tqa5cGDkARq48HXv4kZc%2Bg%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer,Kodifly Limited
121,"Who are we?

Afiniti is the world’s leading applied artificial intelligence and advanced analytics provider. Afiniti Enterprise Behavioral Pairing™ uses artificial intelligence to identify subtle and valuable patterns of human interaction in order to pair individuals on the basis of behavior, leading to more successful interactions and measurable increases in enterprise profitability. Afiniti operates throughout the world, and has measurably driven billions of dollars in incremental value for our clients.

Purpose

Afiniti is creating proprietary data analysis, visualization and monitoring software using cutting-edge technologies. We are looking for multiple exceptional candidates to join our team and help us build the next generation of internal and external products.

Key Responsibilities
The candidate will contribute to the creation of Afiniti's next generation of software systems.
The software systems will be focused towards data analysis, machine learning, reporting, data visualization and monitoring.
The candidate will be expected to develop high-performance, scalable micro services and software using C++ and other languages.
THE IDEAL CANDIDATE WILL HAVE
At least 2+ years of professional experience in C or preferably modern C++ (11,14)
Demonstrable experience in STL, Boost, TCP/IP Sockets and multi-threaded programming
SOAP, Rest API development experience
Experience with Git
Strong Database Concepts
Development Experience in Client Server architecture
Strong Operating system concepts
Development experience on Linux
Unix Shell Scripting
Ability to quickly comprehend complex business processes and existing systems' architecture, and propose efficient solutions to tough problems
An aptitude for debugging, mathematics, problem solving and mastering new languages and APIs in a short time span
Comfort in both old-school and Agile development methodologies
Test Driven Development experience
Excellent analytical and technical skills
Strong interpersonal and teaming skills
Education & Qualifications
Bachelor of Engineering (or higher) in Computer Science or related disciplines",https://www.linkedin.com/jobs/view/2998094980/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=QN8oH9bFzVUw%2Fcd29ELVbw%3D%3D&trk=flagship3_search_srp_jobs,C++ Software Engineer II,Afiniti
122,"TITLE: Software Engineer – iOS

Company

Global Rescue is the world’s leading membership organization providing integrated medical, security, intelligence and crisis response services to consumers, enterprises and governments. Founded in 2004 Global Rescue’s unique operational model provides best-in-class services that identify, monitor, and respond to threats and emergencies. For more information, please see www.globalrescue.com.

Role Overview

We are looking for a talented Software Engineer - iOS who will be responsible for the development & maintenance of GRID applications, aimed at a range of iOS platforms including: iPhones, iPads and Apple Watches. This position requiring the incumbent to have the necessary experience, in addition to relevant qualification. Alongside this they should have strong cognizance of latest mobile application trends, and hands-on experience with the latest tools to enhance the end user experience.

Responsibilities
Create intuitive interfaces and interaction layers using best practices, latest mobile application trends, given UI requirements and using latest tools to augment the user experience.
Design and develop GRID mobile applications for iOS platforms (iPhone, iPads, Apple Watch)
Collaborate and work with other teams to define, design, and ship new features
Write unit test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Work in web and business layer services development to create and maintain robust mobile frameworks
Handle the deployment of iOS applications either on the Apple's AppStore or using Enterprise Distribution
Proven track record for managing multiple projects at once
Qualifications
Bachelors in IT/Computer Science/Software Engineering
Proven 4 plus years of experience in applications development for iOS platforms (iPhone, iPads, Apple Watch)
Understanding of Apple’s design principles and Apple’s Human Interface Guidelines
Good problem-solving skills
Knowledge of Core Data including Database Designing and SQL Programming
Working knowledge of MVVM, MVP or VIPER architectural patterns
Strong Swift, Objective-C, multi-threading, and object-oriented programming skills
Must have experience with web services (RESTFUL), AF Networking and Apple Push Notification Services Development
Development in iOS SDK (UIKit, Cocoa Touch, Core Data or any other ORM framework, Core Location, MapKit, JSON, XML, Auto Layouts, Wallet Framework, Custom Controls, Third-party libraries and APIs), XCode 10 or later
Development Workflows (both manual memory management and ARC, Debugging, Profiling, Unit Testing, Continuous Integration/Deployment, Provisioning, Submission and Distribution to the App Store)
Intimately familiar with iOS coding conventions, best-practices/design patterns and functional limitations
Practicing Agile development including TDD and CI/CD
Familiarity with Application release process and in-App Ads integration on App store
LOCATION: Islamabad

COMPENSATION: Based on experience + bonus + benefits",https://www.linkedin.com/jobs/view/3062525386/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=6eAbQgqiwQjgT1pQIyx8hg%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer - iOS,Global Rescue
123,"Who We Are

Motive builds technology to improve the safety, productivity, and profitability of businesses that power the physical economy. The Motive Automated Operations Platform combines IoT hardware with AI-powered applications to automate vehicle and equipment tracking, driver safety, compliance, maintenance, spend management, and more. Motive serves more than 120,000 businesses, across a wide range of industries including trucking and logistics, construction, oil and gas, food and beverage, field service, agriculture, passenger transit, and delivery.

Motive is proud to be a Forbes Cloud 100 company and a 2020 Career-Launching Company by Wealthfront.

About The Job

Motive is looking for Research Scientist(s) and Engineer(s) to design, develop, and build computer vision and machine learning technologies for driver and fleet safety systems for our 470K+ drivers and 90K+ fleets. You will work on hardware/software products enabled by the AI/ML technologies you build.

As a Research Scientist, you will own and drive the key vision and machine learning product components and services, building solid AI products, deploying them at scale, and solving a very meaningful problem.

Motive’s perception team is responsible for building the core machine vision components that enable Motive’s AI products. The team is responsible for 3 main areas: 1. Researching and building new ML Models and novel Vision algorithms to enable Motive AI Products. 2. Deploying the models and maintaining the performance of models in the field 3. Owning and deploying the deployment of the ML models and vision algorithms on embedded devices to enable AI on the Edge.

What You’ll Do
Research and prototype novel computer vision algorithms and deep learning models
Improve the performance of our models and algorithms already in production
Convert research prototypes into production systems and AI products
Collaborate with other researchers and engineers in cross-functional teams to develop experiments, prototype, analyze results, figure out how well a particular algorithm or a model is performing in the field, and propose solutions.
Solve challenging object detection, segmentation, recognition, depth/distance estimation, and geometric computer vision problems.
What We’re Looking For
PhD in Computer Vision, Machine Learning, or related field
Hands-on experience with training frameworks and tools (TensorFlow | Pytorch | Caffe)
Proven track record of innovation and achieving significant results, demonstrated by first-authored top-tier publications at conferences such as CVPR, ICCV, and ECCV
Strong programming skills in Python or C++
Strong communication skills. The ability to explain the analysis, complex computer vision/ML concepts to a broad technical audience
Balance building highly accurate and advanced solutions and swiftly shipping things to production
Keep pace with advancements in Computer Vision and Deep Learning relevant to our activities
Experience driving a research prototype to a scalable production system is a strong plus.
Creating a diverse and inclusive workplace is one of Motive's core values. We are an equal opportunity employer and welcome people of different backgrounds, experiences, abilities and perspectives.

Please do not let an arrest or conviction record prevent you from applying for employment at Motive. Motive considers qualified applicants with arrest and conviction records.

Please review our Candidate Privacy Notice here.",https://www.linkedin.com/jobs/view/3058714023/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=DgbkT3xf%2BHtY5bLyK57muQ%3D%3D&trk=flagship3_search_srp_jobs,Research Scientist - Vision,Motive
124,"Are you excited to design software solutions that will serve millions of customers on a daily basis? Are you eager to work on a tech-powered product that not only impacts your own life but impacts those around you? Do you have a passion to join one of the most talented engineering teams in the region, as part of a high-growth, rapidly-scaling and well-capitalized start-up? Are you looking to leave a mark on the world with the quality of your work? If so, we would love to talk to you!

About Airlift:

Airlift is building the rails of commerce in the developing world. We view quick commerce as a platform for self-empowerment, one that helps build agency for various stakeholders, including drivers, suppliers and customers.

In the first 12-18 months, Airlift has secured $110m+ USD in venture financing and has scaled the business to multiple tens of thousands of daily customers. We are backed by First Round Capital, a premier venture capital firm based in San Francisco (known for its seed stage investment in Uber, Square and other billion-dollar enterprises).

About the Role:

The Engineering Team at Airlift Technologies is looking for a Software Engineer (Fullstack) who will be responsible for designing, building and maintaining core pieces of back-end functionality that will go on to impact millions of lives. This will include building key distributed systems components largely using AWS cloud environment application deployment

The ideal candidate should also be a team player and be able to excel at working in an extremely fast, highly collaborative and cross functional environment. The candidate should always be on a lookout for the best solution for any given problem any time of the day. The problem solving skills should be exceptional with this candidate!

As a Software Engineer, you must possess:
2+ years of prior experience with Back-End and/or web-based technologies,
Experience in Node JS, Typescript and DB design and analysis. Expertise in Angular, HTML and CSS,
Development experience with Docker, PostgreSQL, MySQL, Elasticsearch, Redis and similar tools,
Strong command on source control (Git, SVN),
Basic knowledge of cloud stack (AWS, Azure, GCP etc.),
Basic understanding of the microservices architecture,
The ability to work in cross-functional environment with remote teams and demonstrate problem-solving skills,
The ability to take complete ownership of products & accept the responsibility of completing, improving, fixing & delivering product MVP & releases within the agreed timelines,
Excellent leadership skills with the ability to lead a project end-to-end and commitment to keeping stakeholders updated on progress and deliverables,
Strong motivation to drive impact by making product or infrastructure improvements.

You will want to work with us if you:
Want to help build and scale one of the most disruptive products within and beyond Pakistan and South Africa,
Love playing with big data and are thrilled at uncovering the hidden patterns and trends of the E-commerce industry,
Love to solve challenging engineering problems for scalable architecture,
Seek a fast-paced environment with an incredibly strong team culture and value system,
Gravitate toward break-out career growth opportunities for accelerated learning and growth,
Like to move fast, you thrive in a fast-paced environment of innovation and cross-team collaboration,
Enjoy mentoring and/or helping others develop their skills,
Enjoy working collaboratively with other engineers,
Are comfortable taking calculated risks and embrace fast-paced iterative software developments,
Are curious about technology and love to learn and grow as an engineer.

Just So You Know:

Airlift is an Equal Opportunity Employer and strictly prohibits discrimination of any kind. We believe that great ideas can come from anywhere. We are committed to building the best team possible and all employment decisions are based on business needs, job requirements and individual potential and qualifications, without regard to race, color, age, religion, socioeconomic status, orientation, gender identity, national origin or disability.

The Airlift team is diverse -- we welcome and learn from different individual experiences and points of view that our teammates bring to the table. We're excited to have you inspire us with yours!",https://www.linkedin.com/jobs/view/2984419866/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=Lsf0Sebw30YlnDAfMlyrzQ%3D%3D&trackingId=YG5t4fwDREOeYbW6ISk0mw%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer I (Fullstack),Airlift Technologies
125,"Posted by
Sara Sajid
Technical Recruiter | Career Advisor
Send InMail
Job Title: Expert Data Management & Data Science (Hadoop Operations)
Department: Digital Technologies
Reporting to: Sr. Manager Data Management & Data Science
Location: Islamabad
Last Date to Apply: 30 April 2022
-----------
Job Purpose
Hands on experience in HADOOP tools and technologies
To plan and develop new projects in Big Data Center.
To support business users in analysis and decision making.
To work in close coordination with source systems and end users for creating new reports.
Job Responsibilities
Project planning and execution
Platform optimization
Analyzing and reporting variance of key business KPIs (Usage, Revenue, Subscriber base, churn, ARPU etc.) and generating daily/weekly/monthly reports.
Maintaining close coordination with Big Data Centre development team for new report development & data sourcing in DWH & data extraction in Hadoop. Ad-hoc analysis for specialized tasks assigned by management.
Coordinating with other departments to share actionable insights and ensuring timely delivery of data.
Responsible for dashboard & report creation for higher management.
Maintaining close coordination within team for new report development & data sourcing in DWH.
Understanding & gathering end to end business requirements from stakeholders.
Providing quick and accurate solutions to address critical business needs for information and insights of business stake holders.
Eligibility Criteria (Education, Knowledge, Experience and Skills):

Education:
Bachelor's degree or above in Computer Science

Work Experience:
5-8 Years’ experience of working in the Hadoop field

Skills – Generic:
Should be passionate about data, information management, and its role for organizational decision making and performance boost.
Potential to achieve results with personal efforts and team coordination.
Can work under challenging environment and sustain pressures.
Have keen attention to accuracy, proficiency, and time management.
Good analytical skill.
Effective communication and negotiation skills for dealing with technical and business alike.

Skills - Job Specific:
Sound understanding of Telecom and cellular business.
Understanding of BI & DWH solution development methodology and in general System Development Life cycle.
Hands on expertise in HADOOP data sourcing, dimensional model development,, reports and dashboards design, using standard BI & DWH tools and technologies like HADOOP TERADATA, Oracle, Cognos, Impala, Sybase IQ, Spark, MSSQL etc.
Self-Motivated and Confident. Good decision-making skills.
Able to work under pressure.
Good Analytical skills.
Ability to provide quick solutions.
Able to manage small and Complex changes.",https://www.linkedin.com/jobs/view/3033144365/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=QKA31E5KAJoCduOth3du8Q%3D%3D&trackingId=rb%2BbQUCG5Z3pe5%2BIxgFJuw%3D%3D&trk=flagship3_search_srp_jobs,Expert Data Management and Data Science (Hadoop Operations),Zong CMPak Ltd
126,"UpStart Commerce is working on enhancing it's in-house offering based on OpenSearch (fork of ElasticSearch). We are looking for an engineer that is passionate about search and what is possible when a search platform is married to machine learning and AI.

The idea candidate will have:
4+ years developing with Elasticsearch and/or OpenSearch
2+ years of systems engineering/administration experience with Elasticsearch (or OpenSearch) clusters in elastic scaling cloud environments.
2+ years of experience with Elasticsearch cluster architecture, design and deployment.
2+ years of working with and understanding software design as it relates to Elasticsearch and/or OpenSearch deployments or distributed computing / system architecture.
In depth understanding of Elasticsearch and/or OpenSearch internals, related Data Structures and algorithms
Clear understanding of the metrics and reporting capabilities of ElasticSearch/OpenSearch (Ideally experience with OpenSearch Dashboards)
a basic understanding of machine learning and AI concepts and be willing to grow and expand here.",https://www.linkedin.com/jobs/view/3030332695/?eBP=JOB_SEARCH_ORGANIC&refId=QKA31E5KAJoCduOth3du8Q%3D%3D&trackingId=yiyEIZNpI77jyWWBTcjkwg%3D%3D&trk=flagship3_search_srp_jobs,OpenSearch/Elasticsearch Engineer,UpStart Commerce
127,"ProTech Source is a leading global information technology, consulting and business solutions organization that has been a trusted partner to clients around the world in their digital transformation journey.

Job Description:

We are looking for a MERN/MEAN Stack Developer to produce and implement functional software solutions. You will work with upper management to define software requirements and take the lead on operational and technical projects.
In this role, you should be able to work independently with little supervision. You should have excellent organization and problem-solving skills. If you also have hands-on experience in software development and agile methodologies, we'd like to meet you.
Your goal will be to develop high-quality software that is aligned with user needs and business goals.

Responsibilities:
1. Develop high-quality software design and architecture.
2. Identify, priorities and execute tasks in the software development life cycle.
3. Develop tools and applications by producing clean, efficient code.
4. Automate tasks through appropriate tools and scripting
5. Review and debug code
6. Collaborate with internal teams and clients to fix and improve products.
7. Document development phases and monitor systems.
8. Ensure software is up-to-date with the latest technologies.

Requirements:

1. Proven experience as a MERN Stack Developer (at least 1 year experience).
2. Extensive experience in software development, scripting and project management.
3. In-depth knowledge of relational databases (e.g. PostgreSQL, MySQL) and NoSQL databases (e.g. MongoDB)
4. Experience with GraphQL is a big plus.
5. Familiarity with Linux operating system.
6. Analytical mind with problem-solving aptitude.
7. Ability to work independently.
8. Excellent organizational and leadership skills.",https://www.linkedin.com/jobs/view/3017485211/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=QKA31E5KAJoCduOth3du8Q%3D%3D&trackingId=XAX0%2F1oqMdZAwa%2BKlRiltQ%3D%3D&trk=flagship3_search_srp_jobs,MERN/MEAN Stack Developer,ProTech Source
128,"Posted by
Rahat Khan
HR Manager at Patronecs | Technical Recruiter | HeadHunter | HR Operations | Content Writer | Digital Marketing Specialist
Send InMail
Our company is seeking to hire skilled Software Developers in Sialkot to help with the development of our current projects.
Your duties will primarily revolve around building software by writing code, as well as modifying software to fix errors, improve its performance, or upgrade interfaces.
Responsibilities:
Software Developer responsibilities include:
Researching, designing, implementing and managing software programs
Testing and evaluating new programs
Identifying areas for modification in existing programs and subsequently developing these modifications
Writing and implementing efficient code
Determining operational practicality
Developing quality assurance procedures
Deploying software tools, processes and metrics
Maintaining and upgrading existing systems
Training Users

Requirements:
Bachelor's degree in computer science or related degree.
Knowledge of the software development life-cycle.
Knowledge of APIs and Integrations will be preferred.
Experience working on a variety of software development projects.",https://www.linkedin.com/jobs/view/3028552851/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=QKA31E5KAJoCduOth3du8Q%3D%3D&trackingId=Ov4yiCuMbPkvN9xv3Y02XA%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer,Patronecs
