JobId,job_descriptions,job links,job titles,Posted By
27,"The Division

The division is part of Trapeze group who works with public transit agencies and their communities to develop and deliver smarter, more effective public transit solutions. The FX division has products for Fixed route transportation to streamline and advancing all aspects of your transit agency through technology so you can focus on what matters the most providing the optimal transit experience for your riders.

The Position

We are looking for a Senior Full Stack Developer to work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department.

Desired Skills And Responsibilities
Bachelor's Degree in Information Systems, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience.
5+ years of experience in software development
Expert knowledge of C#, .Net 5.0, REST APIs, Databases (Oracle, MS SQL Server), ORM (Entity Framework, Linq2DB, etc)
Expert knowledge of JavaScript, TypeScript
Expert knowledge of Angular,
Expert knowledge of HTML5
Knowledge of Docker, Kubernetes & Cloud Administration is plus.
Critical thinker and problem-solving skills.
Team player.
Good time-management skills.
Continuously improve the user experience.
Research user preferences.
Research new technologies and best practices.
Work in a team environment with shared code; disciplined use of source code control and process documentation.
Improve JS and CSS quality by conducting code analysis and recommending changes in policies and procedures.
Knowledge of Software Design Patterns and good practices.
Ability to communicate effectively in English (Spoken and Written).
Knowledge of CI/CD Pipeline.
Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3053911680/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=sgLaS36fBAftIS4ynnvzlg%3D%3D&trk=flagship3_search_srp_jobs,Full Stack Developer,Contour Software
28,"The Division
RBRO Solutions is a software company that provides best-of-breed products to the legal and corporate legal markets. Come work with a modern agile team working with the latest and greatest technologies to ensure that we continue to innovate and remain one of the top companies in our industry. We are passionate about serving our customers all around the globe with the best tech
The successful candidate will be held to a high standard of quality and delivery. We believe in holding our developers to high standards while leaving them the flexibility to make quality decisions while leaving time for personal lives, and some fun along the way!
Our Core Values are Innovation, Experience, Excellence, Partnership, Balance, Integrity, Diversity & Gratitude
The Position

The Software Developer is an important role in the Product Development department responsible for developing RBRO products to a high level of quality. This individual is a member of the Development team which is responsible for the implementation of technical requirements as defined through our SCRUM process. The successful candidate will bring their own unique experiences and insights to the development team to aid in the full product lifecycle for all RBRO products.

At RBRO you are more than just a coder; you are someone who is capable of thinking outside the box, unafraid to professionally challenge existing code, processes , or methodologies used. You will be a key part of not only the implementation of RBRO products, but also our continuous improvement initiatives which seek to improve the Product Development output, and also your own personal and professional quality of life.

The Software Developer reports to the Director of Product Development

The chosen individual will work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department.

What To Expect
Build your career with a vibrant technology company
Be challenged and work in a collaborative team environment
Look forward to competitive salary and medical benefits
Roles and Responsibilities
Work with QA Analysts and Product Owners to review and clarify requirements
Develop software applications of varying complexity
Plan and estimate development activity
Participate in solution architecting/design
Code and test the required functionality
Implement and maintain automated tests
Debug and resolve software issues
Demonstrate application functionality in sprint demos to stakeholders
Perform code reviews and code analysis
Participate in the continual improvement of our product development strategy and process
Work with internal teams to investigate issues and suggest potential workarounds
Work with internal teams to enhance their understanding of technology solutions
Perform other duties as assigned
Required Skills and Qualification
Bachelor's degree in Computer Science, Software Engineering, or equivalent
5+ years of experience in a professional software development role
Extensive experience with front-end technologies:
Angular 8+
CSS/SCSS, Javascript/Typescript, HTML
Re-usable web components
Experience with the Microsoft ecosystem, including:
Modern Windows OS & Windows Server/IIS
Azure Cloud
Azure DevOps/Team Foundation Server/VSTS
Visual Studio 2019+
Personal Traits
Creative problem-solver who approaches challenges from multiple different perspectives
Pro-active self-starter who can work independently or collaboratively
Passionate learner keen to experiment with and adopt new methods and technologies
Dedicated contributor with a high level of energy and enthusiasm who strives to excel
A logical analyst with good attention to detail and strong technical expertise
Strong communicator with effective written and verbal interpersonal skills

Exciting Benefits We Offer
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit-Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3002659365/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=nncv4cb2PAvm7EJvAKBIFQ%3D%3D&trk=flagship3_search_srp_jobs,Frontend Software Developer,Contour Software
29,"The Division

Grosvenor Systems is the team behind Propman, one of the UK's most comprehensive and industry leading property management systems.

Founded in 1980, we developed our all-in-one property management and accounting software, to help overcome the challenges, complexities and inefficiencies of property management. We currently have over 250 customers in the UK, comprising of block managers, managing agents, owners/investors, and occupiers.

We are a growing, close-knit team who work from our central London office at London Bridge. We're ambitious, committed to our users and we've built a reputation for facing customer's challenges with them head-on.

Due to recent investment from our new international parent company Volaris (a division of Constellation Software) we have significant growth aspirations that will provide exciting opportunities for both existing and new employees.

The Position

We are looking for a Front End Developer who will report directly to the Head of R&D/Development Manager and is a key member of the company's software development team. As a Front-End Developer (Angular) , you will design and code functional programs and applications. You will work both individually and as a key member of the development team.

The purpose of this role is to develop successful applications based on customer requirements. In this role, you will develop frontend web/mobile application code to represent and query data from different databases.

The chosen individual will work out of the Contour Software Karachi/Lahore/Islamabad resource center office, as an extension of the division-based R&D department.

Key Responsibilities
Writing well designed, testable, efficient code by using best software development practices
Integrating data from various back-end services and databases to represent on mobile or web applications
Developing software solutions to meet customer needs expressed through product team, refine specifications and requirements based on technical requirements
Developing or validating test routines and schedules to ensure that test cases mimic external interfaces and address all browser and device types.
Create and maintain software documentation in line with company's standard documentation guidelines
Evaluating existing applications and performing updates and modifications to enhance performance and provide better customer experience
Following set coding standards and principles
Desired Skills
3+ years of proven working experience in web programming. Designing and developing user interfaces using AngularJS best practices .
Proficient in CSS, HTML, Angular and writing cross-browser compatible code.
A solid understanding of how web applications work including security, session management, and best development practices.
Adequate knowledge of relational database systems, Object Oriented Programming, and web application development
Strong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumen
Nice to Have:
Able to understand the commercial benefits and costs of their work
Ability to understand and interpret customers challenges or bugs and performing debugging processes to resolve them
Examines and fact finds to understand the full situation, and is able to assess the pros and cons of alternative technical solutions
Leadership:
Takes responsibility for accomplishing individual and team goals. Uses coaching techniques to empower and develop others
Has the necessary skills and resources to complete own work within agreed deadlines, whilst identifying and communicating any issues accordingly
Initiative and Follow-through:
Is self-motivated, focused on priorities and keeps moving toward objectives
Is inquisitive and questions to find practical solutions to resolve problems
Results Orientation:
Understands and establishes own targets and priorities and has ability and agility to work towards them
Consistently complies with quality standards and meets deadlines
Effective Collaboration:
Supports and interacts with their team to create a strong team spirit and achieve mutual goals
Builds and maintains productive working relationships, even in difficult situations
Communication:
Presents well-reasoned arguments to gain commitment, stating own views clearly and consistently
Recognizes different communication styles and adapts their communication accordingly
Technical Mastery:
Accepts constructive feedback and responds well to coaching to improve performance and takes responsibility for their own learning opportunities
Converts technical skill into practical applications to better meet customer needs
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3053914028/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=nRl0dQMOn1DUYpic7rLG3w%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer,Contour Software
30,"Qualifications And Experience
Minimum 6 months to 1 year of experience in HTML and CSS.
Strong portfolio of HTML5 and CSS3 work.
Ability to self-start and learn quickly.
Strong portfolio of interaction design
Experience with CSS compilers (e.g. SASS, LESS)
JavaScript knowledge
ReactJS/ReactNative Experience is plus

Absolute mastery of HTML/CSS/JavaScript for web-based applications to build UI components with a focus on usability, reusability and consistency with our style guide

Primary Job Responsibilities
Primarily developing web front-ends using HTML5, CSS, SCSS, JavaScript, ReactJS on multiple projects
Implementing and deliver on front-end detailed technical specifications, including development environments, version control processes
Work with UX designer to translate their designs from Figma/AdobeXD to HTML/CSS or React Components.
PSD To HTML (Pixel to Pixel Perfect)",https://www.linkedin.com/jobs/view/3036201897/?eBP=JOB_SEARCH_ORGANIC&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=IwT8YavZng2TNeq1nOIVFQ%3D%3D&trk=flagship3_search_srp_jobs,Front End Developer,Qbatch
31,"This job is sourced from a job board. Learn more
MonetizeMore builds industry leading ad technology that is seen by more than 300M people per month. The company has been running for 11 years achieving consistent double digit growth each year with a team of 180+ team members spread across the globe.

MonetizeMore offers location and schedule freedom to every one of its team members. That means that you would have the lifestyle autonomy to choose to work from anywhere in the world, during the time of day you prefer. This new-age work lifestyle would enable you to engineer your ideal lifestyle. Say goodbye to endless commutes, stuffy business attire and the arbitrary 9 - 5 work day. Take your life back into your hands by joining the MonetizeMore team!

The product team is the fastest and most innovative team in the company. Build greenfield technology that is disrupting the ad technology industry. Solve problems that have never been solved before. Join a company culture that replaces constant meetings and interruptions with innovation that continues to break boundaries. Take your skillset to the next level with some of the best minds in the ad technology industry to make a real difference with MonetizeMore.

ResponsibilitiesThe Day-to-day Work Of a MonetizeMore Web Developer Includes
Developing features or product using: Node.js, JavaScript, Python/Flask, PostgreSQL, React.js, AWS, Linux, Docker, Git, Cloud Services and any other new technologies.
Building JavaScript applications capable of tracking and responding to billions of requests per month.
Developing APIs and integrating with 3rd party APIs to automate manual tasks.
Implementing UI facilitating third-party reporting and streamlining ad operations.
Integration of services to maximize ad revenues and maintain strong user experience.
Planning and prototyping new applications.
Defect resolution of existing and new issues.
Unit testing new features to ensure they conform to MonetizeMore's quality standards and meet requirements.
Code reviews.
Running performance benchmarking tests.
Staying up to date with new trends and advancements in web development and ad tech.
Attending daily stand-up meetings (30 mins) and other Scrum meetings (Every 2 weeks).
Teamwork Attributes

AttributesMonetizeMore web developer attributes include:
Collaboration: Working remotely on complex projects necessitates that you work together with your team and share knowledge.
Communication Skills: You are comfortable communicating in English at all levels, have strong spoken and written communication skills and are an active listener.
Teamwork: You value team synergy and are excited about helping your team succeed.
Interpersonal Skills: You are able to get along, work well and coordinate with others.
Conflict Management: As a team, we are proactive in dealing with conflict. You are able to find constructive ways of resolving issues with other team members.
Technical Attributes
Technology: A MonetizeMore developer is proficient in all stages of web development, from conception to deployment. You are a one-person army, ready and willing to attack any technical challenge that crosses your path
Analytical and Problem Solving Skills: You work hard to understand technical issues and to resolve them in an effective manner.
Detail Orientation: You work on many parts of an application or system at the same time and are able to focus on each detail meticulously.
Initiative: You work well in a team, with little supervision, making well-reasoned and effective technical decisions.
Reliability and Responsibility: You demonstrate reliability at all times. You give reasonable expectations within Agile Scrum framework and work hard and smart to achieve and surpass those expectations. You communicate what you are going to do, then meet that commitment.
Thought Leadership: You analyze MonetizeMore's tech stack, systems and processes with the goal to iterate on a regular basis. You look for opportunities to improve to increase value to MonetizeMore and suggest them to the team.
If you think you are a good fit to join the MonetizeMore product team, please apply below and give specific reasons what sets you apart. We hire individuals not robots so don't be afraid to show a little personality ;)

Powered by JazzHR",https://www.linkedin.com/jobs/view/3050916254/?eBP=JOB_SEARCH_ORGANIC&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=rZnn6JyRadYipdCrgAqn%2FA%3D%3D&trk=flagship3_search_srp_jobs,Remote Full Stack Web Developer,MonetizeMore
32,"Posted by
Michael Anderson
Manager / Consultant
Send InMail
We are looking to hire a talented PHP developer to manage our back-end services and ensure a seamless interchange of data between the server and our users. As a PHP developer, you will be responsible for developing and coding all server-side logic. You will also be required to maintain the central database and respond to requests from front-end developers.
To ensure success as a PHP developer, you should have in-depth knowledge of object-oriented PHP programming, understanding of MVC designs, and working knowledge of front-end technologies including HTML5, JavaScript, and CSS3. Ultimately, a top-level PHP Developer can design and build efficient PHP modules while seamlessly integrating front-end technologies.
PHP Developer Responsibilities:
Conducting analysis of website and application requirements.
Writing back-end code and building efficient PHP modules.
Developing back-end portals with an optimized database.
Troubleshooting application and code issues.
Integrating data storage solutions.
Responding to integration requests from front-end developers.
Finalizing back-end features and testing web applications.
Updating and altering application features to enhance performance.
PHP Developer Requirements:
Bachelor’s degree in computer science or a similar field.
Knowledge of PHP web frameworks including Yii, Laravel, and CodeIgniter.
Knowledge of front-end technologies including CSS3, JavaScript, and HTML5.
Understanding of object-oriented PHP programming.
Previous experience creating scalable applications.
Proficient with code versioning tools including Git, Mercurial, CVS, and SVN.
Familiarity with SQL/NoSQL databases.
Ability to project manage.
Good problem-solving skills",https://www.linkedin.com/jobs/view/3062712431/?eBP=JOB_SEARCH_ORGANIC&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=wc7P8Usu5Nf0wEPy8SgNlA%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,Bell MedEx Medical Billing RCM Services
33,"This job is sourced from a job board. Learn more
MonetizeMore builds industry leading ad technology that is seen by more than 300M people per month. The company has been running for 8 years achieving consistent double digit growth each year with a team of 80+ team members spread across the globe.

MonetizeMore offers location and schedule freedom to every one of its team members. That means that you would have the lifestyle autonomy to choose to work from anywhere in the world, during the time of day you prefer. This new-age work lifestyle would enable you to engineer your ideal lifestyle. Say goodbye to endless commutes, stuffy business attire and the arbitrary 9 - 5 work day. Take your life back into your hands by joining the MonetizeMore team!

The product team is the fastest and most innovative team in the company. Build greenfield technology that is disrupting the ad technology industry. Solve problems that have never been solved before. Join a company culture that replaces constant meetings and interruptions with innovation that continues to break boundaries. Take your skillset to the next level with some of the best minds in the ad technology industry to make a real difference with MonetizeMore.

ResponsibilitiesThe Day-to-day Work Of a MonetizeMore Web Developer Includes
Developing features or product using: JavaScript, PostgreSQL, Linux, Docker, Git, Cloud Services and any other new technologies.
Building JavaScript applications capable of tracking and responding to billions of requests per month.
Developing APIs and integrating with 3rd party APIs to automate manual tasks.
Implementing UI facilitating third-party reporting and streamlining ad operations.
Integration of services to maximize ad revenues and maintain strong user experience.
Planning and prototyping new applications.
Defect resolution of existing and new issues.
Unit testing new features to ensure they conform to MonetizeMore's quality standards and meet requirements.
Code reviews.
Running performance benchmarking tests.
Staying up to date with new trends and advancements in web development and ad tech.
Attending daily stand-up meetings (15 mins) and other Scrum meetings (Every 3 weeks).
Teamwork Attributes

AttributesMonetizeMore web developer attributes include:
Collaboration: Working remotely on complex projects necessitates that you work together with your team and share knowledge.
Communication Skills: You are comfortable communicating in English at all levels, have strong spoken and written communication skills and are an active listener.
Teamwork: You value team synergy and are excited about helping your team succeed.
Interpersonal Skills: You are able to get along, work well and coordinate with others.
Conflict Management: As a team, we are proactive in dealing with conflict. You are able to find constructive ways of resolving issues with other team members.
Technical Attributes
Technology: A MonetizeMore developer is proficient in all stages of web development, from conception to deployment. You are a one-person army, ready and willing to attack any technical challenge that crosses your path
Analytical and Problem Solving Skills: You work hard to understand technical issues and to resolve them in an effective manner.
Detail Orientation: You work on many parts of an application or system at the same time and are able to focus on each detail meticulously.
Initiative: You work well in a team, with little supervision, making well-reasoned and effective technical decisions.
Reliability and Responsibility: You demonstrate reliability at all times. You give reasonable expectations within Agile Scrum framework and work hard and smart to achieve and surpass those expectations. You communicate what you are going to do, then meet that commitment.
Thought Leadership: You analyze MonetizeMore's tech stack, systems and processes with the goal to iterate on a regular basis. You look for opportunities to improve to increase value to MonetizeMore and suggest them to the team.
If you think you are a good fit to join the MonetizeMore product team, please apply below and give specific reasons what sets you apart. We hire individuals not robots so don't be afraid to show a little personality ;)

Powered by JazzHR",https://www.linkedin.com/jobs/view/3037335682/?eBP=JOB_SEARCH_ORGANIC&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=b0Wsz3iaxmxxKsJDaUe07A%3D%3D&trk=flagship3_search_srp_jobs,Remote JavaScript Web Developer,MonetizeMore
34,"We are looking for Full-Stack Software Engineers to join our team that is building complex applications atop our Industrial IoT platform. These Industry 4.0 applications help our customers address operational, optimization, and performance challenges globally in various industries.

Role & Responsibilities:

Responsible for end to end quality software delivery by-product roadmap and milestones
Deliver high-quality code, following standard methodologies and compatible with CI/CD pipeline
Partner with other teams to solve challenging problems
Meet timelines & goals in a cross-functional environment
Contribute to the team's technical direction and the improvement of its tools and processes

Requirements:

Ability to translate complex functional requirements into a technology implementation
Preferred technology stack: ReactJS (3+ years), JavaScript Frameworks and Libraries (3+ years)
Good to have: Typescript (1+ years), GraphQL (1+ years)
Minimum 3-4 years full-time experience
Deep understanding of framework principles and manipulation of DOM
Writing code in a highly decoupled and reusable fashion
High level of coding standards in style and design patterns
Proficiency in test-driven development",https://www.linkedin.com/jobs/view/2816734789/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=o80bnPIDt6IZyBiPIFglhQ%3D%3D&trk=flagship3_search_srp_jobs,Full-Stack Software Engineer,INTECH Process Automation
35,"Posted by
Saim Khan
Information Technology Engineer at Bahria Town
Send InMail
Job Description
As a Developer, you have demonstrated the ability to solve complex problems, and produce quality, tested, production-ready code. You understand the fundamental concepts of JavaScript, Angular as well as web application best practices.
REQUIREMENT:
· Proficiency with JavaScript (ES6), and Typescript.
· Bachelor’s degree in computer science, computer engineering or similar.
· Previous work experience as an Angular developer.
· Proficient in CSS, HTML, and writing cross-browser compatible code.
· Familiarity with REST APIs
· Understanding of Agile methodologies.
· Experience in implementing applications using Angular(Latest Versions) & .Net Framework.
· Experience with C# and JavaScript testing frameworks.
· Contribute to all phases of the development lifecycle, ensuring the best possible performance, quality, and responsiveness of the applications.
· Help maintain code quality, organization, and automation through code reviews and quality checks.
Role and responsibilities:
· Participate in requirement analysis
· Write clean, readable, and scalable code
· Document code/changes/enhancements/design
· Excellent troubleshooting skills
· Excellent verbal communication skills
· Excellent problem-solving skills
· Excellent team player
· Attention to detail
· Support to existing applications.
SKILLS/TOOLS:
· Angular 12, 13
· C# /.Net / MVC / Core
· MSSQL
· TFS
· GIT
· ASP.Net
· Rest API’s",https://www.linkedin.com/jobs/view/3061582123/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=nYuw7fe1SKtODKh6Tq51%2FQ%3D%3D&trk=flagship3_search_srp_jobs,Angular Developer,Royal Airport Service
36,"This job is sourced from a job board. Learn more
MonetizeMore builds industry leading ad technology that is seen by more than 300M people per month. The company has been running for 8 years achieving consistent double digit growth each year with a team of 80+ team members spread across the globe.

MonetizeMore offers location and schedule freedom to every one of its team members. That means that you would have the lifestyle autonomy to choose to work from anywhere in the world, during the time of day you prefer. This new-age work lifestyle would enable you to engineer your ideal lifestyle. Say goodbye to endless commutes, stuffy business attire and the arbitrary 9 - 5 work day. Take your life back into your hands by joining the MonetizeMore team!

The product team is the fastest and most innovative team in the company. Build greenfield technology that is disrupting the ad technology industry. Solve problems that have never been solved before. Join a company culture that replaces constant meetings and interruptions with innovation that continues to break boundaries. Take your skillset to the next level with some of the best minds in the ad technology industry to make a real difference with MonetizeMore.

ResponsibilitiesThe Day-to-day Work Of a MonetizeMore Web Developer Includes
Developing features or product using: JavaScript, PostgreSQL, Linux, Docker, Git, Cloud Services and any other new technologies.
Building JavaScript applications capable of tracking and responding to billions of requests per month.
Developing APIs and integrating with 3rd party APIs to automate manual tasks.
Implementing UI facilitating third-party reporting and streamlining ad operations.
Integration of services to maximize ad revenues and maintain strong user experience.
Planning and prototyping new applications.
Defect resolution of existing and new issues.
Unit testing new features to ensure they conform to MonetizeMore's quality standards and meet requirements.
Code reviews.
Running performance benchmarking tests.
Staying up to date with new trends and advancements in web development and ad tech.
Attending daily stand-up meetings (15 mins) and other Scrum meetings (Every 3 weeks).
Teamwork Attributes

AttributesMonetizeMore web developer attributes include:
Collaboration: Working remotely on complex projects necessitates that you work together with your team and share knowledge.
Communication Skills: You are comfortable communicating in English at all levels, have strong spoken and written communication skills and are an active listener.
Teamwork: You value team synergy and are excited about helping your team succeed.
Interpersonal Skills: You are able to get along, work well and coordinate with others.
Conflict Management: As a team, we are proactive in dealing with conflict. You are able to find constructive ways of resolving issues with other team members.
Technical Attributes
Technology: A MonetizeMore developer is proficient in all stages of web development, from conception to deployment. You are a one-person army, ready and willing to attack any technical challenge that crosses your path
Analytical and Problem Solving Skills: You work hard to understand technical issues and to resolve them in an effective manner.
Detail Orientation: You work on many parts of an application or system at the same time and are able to focus on each detail meticulously.
Initiative: You work well in a team, with little supervision, making well-reasoned and effective technical decisions.
Reliability and Responsibility: You demonstrate reliability at all times. You give reasonable expectations within Agile Scrum framework and work hard and smart to achieve and surpass those expectations. You communicate what you are going to do, then meet that commitment.
Thought Leadership: You analyze MonetizeMore's tech stack, systems and processes with the goal to iterate on a regular basis. You look for opportunities to improve to increase value to MonetizeMore and suggest them to the team.
If you think you are a good fit to join the MonetizeMore product team, please apply below and give specific reasons what sets you apart. We hire individuals not robots so don't be afraid to show a little personality ;)

Powered by JazzHR",https://www.linkedin.com/jobs/view/3037334748/?eBP=JOB_SEARCH_ORGANIC&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=aWVLj8z10U8RHO95YMQq1w%3D%3D&trk=flagship3_search_srp_jobs,Remote JavaScript Web Developer,MonetizeMore
37,"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?

Responsibilities:
Implement new user-facing features in our products.
Build fast and easy-to-use experiences for web with React for devices of all sizes.
Build libraries and frameworks that support complex web applications, speed development efficiency up and improve code quality.

Requirements:
3+ years of relevant experience in developing production JavaScript code and strong knowledge of React. JS.
Experience in developing responsive web sites for diverse clients from high powered desktop computers to small footprint mobile devices.
Understanding of state-management patterns such as Redux, Flux or similar.
Proven track record of delivering projects with high quality UI.
Experience with modern front end technologies (styled system, webpack, etc).
Experience working in an Agile/Scrum development process and using collaboration tools, such as Jira, Trello, Slack, etc.
Good cross team communication skills.
Self-managed, proactive work style. Able to work independently within a team centric environment.

Preferred Qualifications:
Your active Github/NPM portfolio.
Familiarity with the whole web stack, including protocols and server side techniques.
Familiar with Server-Side Rendering.
Familiar with the source code of one or two famous front-end libraries.
Knowledge of TypeScript.

Working at Binance
Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry
Fast moving, challenging and unique business problems
International work environment and flat organisation
Great career development opportunities in a growing company
Possibility for relocation and international transfers mid-career
Competitive salary
Flexible working hours, Casual work attire",https://www.linkedin.com/jobs/view/3069607115/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=APsIZBFfy23aQdrkQ53KRw%3D%3D&trk=flagship3_search_srp_jobs,Frontend Developer - Earn,Binance
38,"The Division

TUNE makes technology that powers successful performance-based marketing partnerships across mobile and web. Headquartered in Seattle, TUNE is trusted by innovative affiliate marketers, the largest mobile advertising platforms, and iconic brands across the globe. For more information visit: www.tune.com.

The Position

We are looking for a Software Developer , to help build and maintain the software that powers the core of its Partner Marketing web application platform

Primary Responsibilities Include
Designing well-architected software and writing clean code
Working in a distributed team environment using the agile methodology
Collaborating with stakeholders and other engineering teams
Software support and maintenance, participating in an on-call rotation
Providing constructive feedback during design review or code review
Providing thoughtful estimates of effort
Asking questions in order to define requirements and align on approaches
Articulating multiple solutions and their trade-offs
Advocating opinions and respectfully voicing disagreements
Understanding how to test and measure your solutions
Finding ways to simplify and to maximize the work not done
The chosen individual will work out of the Contour Software Karachi resource center office, as an extension of the division-based R&D department.

Desired Skills And Responsibilities
Bachelor's Degree in Information Systems, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience.
3+ years' experience of developing enterprise grade applications in PHP. However, if you have experience of Java then you should be willing to learn and work on PHP as well.
2+ years' experience of JavaScript, HTML and CSS.
Understanding of version control concepts and tools, like Git, SVN.
Understanding of Linux and command line interface.
Solid experience with relational databases, schema design and SQL.
Familiarity with containerization technologies, like Docker and Kubernetes.
Familiarity with cloud technologies, especially AWS solutions, like EC2, S3, Aurora.
Strong oral and written communication skills (English required).
Nice to Have:
Experience in one or more of the following languages: Go, Python, or Java
Experience interacting with APIs (SOAP, REST, RPC)
Experience with modern JavaScript libraries or frameworks (React, Angular)
Experience working with distributed teams
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3002655760/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=weWH%2Bj%2BNyT1bFnpBFSpFkA%3D%3D&trackingId=%2F5Iyvs5t97DJKfICpffulQ%3D%3D&trk=flagship3_search_srp_jobs,Software Developer,Contour Software
